country_code,country_name,indicator_code,indicator_name,category,year,value
JPN,Japan,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2007,11.1539
JPN,Japan,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2008,11.7175
JPN,Japan,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2009,11.2739
JPN,Japan,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2010,11.2489
JPN,Japan,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2011,11.4365
JPN,Japan,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2012,11.5931
JPN,Japan,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2013,11.3046
JPN,Japan,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2014,11.5294
JPN,Japan,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2015,11.3892
JPN,Japan,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2016,11.6394
JPN,Japan,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2017,12.1636
JPN,Japan,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2018,11.9773
JPN,Japan,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2019,11.8563
JPN,Japan,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2020,11.7343
JPN,Japan,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2021,11.9284
JPN,Japan,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2022,12.2828
JPN,Japan,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2023,11.9949
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2000,34.3689
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2001,32.6498
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2002,33.5419
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2003,35.0689
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2004,32.7335
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2005,35.0394
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2006,33.1805
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2007,34.5295
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2008,34.6478
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2009,35.488
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2010,33.0052
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2011,34.0074
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2012,35.0872
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2013,35.6678
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2014,35.2251
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2015,35.8538
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2016,35.3894
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2017,36.0951
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2018,35.9798
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2019,36.8916
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2020,37.3011
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2021,38.0549
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2022,36.8452
DEU,Germany,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2023,37.2582
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2000,28.0267
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2001,27.9752
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2002,28.2523
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2003,27.5483
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2004,28.7738
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2005,28.1963
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2006,28.3168
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2007,28.108
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2008,29.7929
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2009,29.21
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2010,30.0793
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2011,29.7356
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2012,28.7775
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2013,29.2736
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2014,30.4547
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2015,29.752
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2016,29.7214
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2017,30.3836
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2018,30.5378
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2019,30.2238
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2020,30.7621
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2021,30.8319
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2022,29.8054
GBR,United Kingdom,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2023,31.6939
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2000,27.9391
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2001,29.2833
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2002,28.0322
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2003,27.932
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2004,29.6483
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2005,28.2186
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2006,28.9036
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2007,29.7509
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2008,29.3718
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2009,28.7669
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2010,29.9629
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2011,29.8954
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2012,30.8854
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2013,30.6417
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2014,32.1835
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2015,29.677
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2016,30.753
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2017,30.3137
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2018,31.7304
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2019,31.6971
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2020,31.8151
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2021,31.1027
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2022,31.2791
FRA,France,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2023,30.7083
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2000,13.4445
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2001,13.1973
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2002,13.0628
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2003,13.4392
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2004,13.4579
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2005,13.5827
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2006,12.9738
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2007,13.2775
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2008,13.5814
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2009,13.6908
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2010,13.9154
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2011,13.4728
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2012,13.8369
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2013,14.4465
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2014,14.1225
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2015,14.2388
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2016,14.0777
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2017,14.3529
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2018,14.6933
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2019,14.3233
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2020,14.6855
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2021,14.2117
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2022,14.665
IND,India,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2023,14.8195
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2000,9.8496
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2001,10.2698
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2002,9.9655
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2003,9.9901
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2004,10.2018
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2005,10.6395
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2006,10.3664
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2007,10.5434
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2008,10.2617
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2009,10.4758
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2010,10.2774
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2011,10.4512
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2012,10.7855
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2013,10.6639
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2014,11.0153
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2015,10.7384
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2016,10.7933
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2017,11.1425
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2018,10.812
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2019,10.6926
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2020,11.312
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2021,11.1899
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2022,10.7297
BRA,Brazil,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2023,11.2276
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2000,37.6931
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2001,39.5166
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2002,37.8279
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2003,38.1329
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2004,38.0757
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2005,38.1609
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2006,38.6249
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2007,38.2622
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2008,38.7671
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2009,38.5281
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2010,38.8104
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2011,38.9632
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2012,39.9537
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2013,40.0324
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2014,39.8232
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2015,41.3231
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2016,41.1284
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2017,41.0429
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2018,41.226
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2019,42.9976
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2020,42.1788
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2021,42.5683
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2022,40.4532
KOR,"Korea, Rep.",NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2023,42.1344
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2000,17.2184
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2001,17.9368
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2002,18.3153
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2003,18.0293
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2004,18.5503
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2005,18.0875
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2006,18.7555
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2007,18.0819
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2008,18.6404
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2009,18.9796
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2010,19.1158
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2011,18.9719
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2012,19.8114
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2013,19.0597
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2014,19.1428
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2015,18.4085
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2016,20.136
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2017,19.4641
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2018,19.2718
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2019,20.2694
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2020,20.3379
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2021,20.0318
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2022,19.5764
AUS,Australia,NE.EXP.GNFS.ZS,出口占GDP比例（%）,经济,2023,20.3446
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2000,89.7703
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2001,89.0446
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2002,93.3439
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2003,87.8447
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2004,93.0285
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2005,93.1089
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2006,96.2798
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2007,93.4203
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2008,89.3658
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2009,91.8677
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2010,93.7859
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2011,94.5962
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2012,96.0151
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2013,90.9524
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2014,94.1993
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2015,96.8471
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2016,98.1765
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2017,99.0395
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2018,95.2341
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2019,98.2273
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2020,99.6328
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2021,98.989
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2022,98.4175
CHN,China,SE.ADT.LITR.ZS,成人识字率（%）,教育,2023,98.8985
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2000,97.436
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2001,96.4319
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2002,101.5418
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2003,99.2078
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2004,100.1395
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2005,99.3503
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2006,100.0202
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2007,101.5618
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2008,99.3815
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2009,101.845
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2010,102.5022
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2011,102.1683
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2012,101.1565
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2013,104.4948
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2014,106.9544
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2015,102.3663
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2016,106.3121
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2017,105.9407
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2018,99.2395
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2019,103.2998
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2020,103.8629
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2021,106.9856
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2022,106.1277
USA,United States,SE.ADT.LITR.ZS,成人识字率（%）,教育,2023,107.0115
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2000,100.2598
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2001,97.5176
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2002,98.1176
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2003,97.4737
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2004,99.858
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2005,100.2604
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2006,101.1371
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2007,99.6609
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2008,103.1997
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2009,103.5253
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2010,105.0771
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2011,103.7299
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2012,102.9962
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2013,104.2687
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2014,104.4539
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2015,102.2662
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2016,106.4209
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2017,107.5826
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2018,108.4073
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2019,104.8767
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2020,105.7639
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2021,106.262
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2022,105.7494
JPN,Japan,SE.ADT.LITR.ZS,成人识字率（%）,教育,2023,107.2984
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2000,98.7601
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2001,98.9138
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2002,103.0786
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2003,100.2212
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2004,100.3278
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2005,102.2426
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2006,101.0958
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2007,101.6784
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2008,101.2789
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2009,99.293
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2010,101.9537
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2011,100.0705
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2012,103.045
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2013,100.598
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2014,105.0616
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2015,105.0402
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2016,104.4231
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2017,103.9817
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2018,105.3173
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2019,100.9162
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2020,102.9501
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2021,105.1432
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2022,106.4381
DEU,Germany,SE.ADT.LITR.ZS,成人识字率（%）,教育,2023,105.915
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2000,97.0109
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2001,99.5617
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2002,98.6975
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2003,97.7792
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2004,100.8476
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2005,100.0804
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2006,103.1672
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2007,102.4187
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2008,102.8594
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2009,102.3463
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2010,100.3415
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2011,100.469
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2012,99.716
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2013,108.6377
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2014,101.1093
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2015,103.1413
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2016,103.1543
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2017,103.6234
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2018,103.3366
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2019,101.1076
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2020,103.1454
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2021,102.6841
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2022,105.5034
GBR,United Kingdom,SE.ADT.LITR.ZS,成人识字率（%）,教育,2023,104.7175
FRA,France,SE.ADT.LITR.ZS,成人识字率（%）,教育,2000,97.6394
